Index	"	Pin"	 Ename	 Time	 State	 Verification	 Work Code	 Reserved	 Device
105482	20200120	20200120	  2021-01-02 15:29:35 	  Check out 	  Password 	   	   	  1251570602011(192.168.23.30) 
105481	19910070	19910070	  2021-01-02 14:06:11 	  Check out 	  Password 	   	   	  1251570602008(192.168.0.4) 
105480	20190467	20190467	  2021-01-02 08:53:17 	  Check out 	  Password 	   	   	  1251570602011(192.168.23.30) 
105479	19910070	19910070	  2021-01-02 08:45:40 	  Check in 	  Password 	   	   	  1251570602008(192.168.0.4) 
105478	20090064	20090064	  2021-01-02 08:43:03 	  Check out 	  Password 	   	   	  1251570602011(192.168.23.30) 
105477	19940060	19940060	  2021-01-02 07:59:09 	  Check in 	  Password 	   	   	  1251570602011(192.168.23.30) 
105476	20090326	20090326	  2021-01-02 07:16:33 	  Check in 	  Password 	   	   	  1251570602006(192.168.26.10) 
105475	20200120	20200120	  2021-01-02 06:03:24 	  Check in 	  Password 	   	   	  1251570602011(192.168.23.30) 
